Charity_Legal_Name,Charity_Website,Town_City,State,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness,email,contact
Scleroderma Victoria Incorporated,www.sclerodermavictoria.com.au,Fitzroy,Victoria,,,,,,Y,,Y,,enq@sclerodermavictoria.com.au,03 9231 3651
Franciscans Of The Cross Incorporated,www.franciscansofthecrosscharity.com.au,Fremantle,Western Australia,Y,,Y,Y,Y,Y,Y,Y,Y,cledwynstafford@gmail.com,450806280
Tongala Rsl Sub-Branch Building Patriotic Fund,,Tongala ,VIC,,,,,,,,,,,
The Trustee For South Ballarat Gospel Trust,,,,,,,,,,,,,corporate.au@pbccservices.com,
St Marys Primary School Sale,www.stmarysale.catholic.edu.au,Sale,VIC,Y,,,Y,,,,,,,
Frankston Congregation Of Jehovah'S Witnesses,,Skye,Victoria,,,,,,,,,,skyekhjw@yahoo.com.au,
Rowville Neighbourhood Learning Centre Inc.,www.communitylc.org.au,Rowville,VIC,,,Y,Y,Y,Y,Y,Y,Y,manager@communitylc.org.au,97641166
The Trustee For Grosman Family Foundation,,,,,,,Y,,,Y,,,allan@grosman.com.au,03 95253777
Refuah Australia Incorporated,www.refuahaustralia.org.au,Balaclava,VIC,,,,,Y,,,,,mf@refuahaustralia.org.au,
Mitcham Christian Church Inc,www.mei-cheng.org/,Doncaster East,Victoria,,,,,Y,,,,,bbmccc3927@gmail.com,(03)98420485
El Shaddai Ministry Jesus Is Alive Global Worship Centre Melbourne Australia Incorporated,WWW.ELMEL.COM.AU,Heidelberg,Victoria,,,,Y,,,,,,elshaddaimelmedia@gmail.com,423401845
Mordialloc Congregation Of Jehovah'S Witnesses,,Dingley Village,Victoria,,,,,,,,,,Dingleykhjw@outlook.com,
Hams Family Charitable Trust,,,,,,,,,,,,,doug@mitchellwilson.com.au,
St Mathew'S Panton Hill With St Andrews Anglican Church,www.stmatthewspantonhill.org.au,Panton Hill,Victoria,,,,Y,Y,Y,,Y,,stmattspantonhill@gmail.com,
Operation Chailis Inc,www.facebook.com/CHAILIS.org.au/,Red Cliffs,Victoria,,,Y,Y,,,,,,info@chailis.org.au,400697868
Victorian Community Foundation A/C The Gerda Nicolson Award,,Melbourne,Victoria,Y,,,,,,,,,,
Gippsland Climate Change Network Incorporated,www.gccn.org.au,Morwell,Victoria,,,,,Y,,Y,,,darren.mccubbin@gccn.org.au,1800839007
The Trustee For The Catalyst Innovations Foundation Trust,,Melbourne,Victoria,,,,,,,Y,,Y,paul@catalystinnovations.space,
Women In Football Australia Inc.,http://www.womeninfootball.org.au,South Hobart,TAS,Y,,,,,Y,,,,info@womeninfootball.org.au,416071000
Fm Bellarine Incorporated,www.feedmebellarine.com.au,Ocean Grove,Victoria,,,Y,Y,Y,Y,Y,Y,Y,lanapurcell.com@gmail.com,403939709
Greek Orthodox Archdiocese Of Australia Consolidated Trust Parish Of St Raphael East Bentleigh Greek Language School,,Bentleigh,VIC,,,,,,,,,,spiros@btaonline.com.au,
Mount Beauty Neighbourhood Centre Inc,www.mountbeauty.org.au,Mount Beauty,Victoria,,,,,Y,Y,Y,Y,Y,info@mountbeauty.org.au,
Redemption Road Incorporated,redemptionroad.org.au,Tongala,Victoria,,,,,,,,,,,
Kew Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Berwick Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Life-Gate Freedom Centre Incorporated,www.lifegatefreedomcentre.com,Frankston,Victoria,,,,,,,,,,lifegate@optusnet.com.au,397700595
Adass Israel Children'S Services Incorporated,,Elsternwick,Victoria,Y,,Y,Y,,,,,,children.services@adass.vic.edu.au,433307563
Partany Aboriginal Corporation,,South Hedland,WA ,,,Y,,,,,,,,
Bellarine Training And Community Hub,www.btach.com.au,Ocean Grove,Victoria,,,,Y,,Y,Y,Y,Y,manager@btach.com.au,352554294
Apollo Bay Rsl Sub-Branch Inc,apollobayrsl.com,Apollo Bay,Victoria,,,,,Y,,,,,info@rslapollobay.com.au,352376091
Bellarine Community Support Register,https://bellarineregister.org.au/,Ocean Grove,Victoria,,,,Y,Y,,,,,bpsupportregister@bigpond.com,352553968
Baranduda Community Church Incorporated,barandudacommunitychurch.org,Baranduda,Victoria,,,,Y,Y,Y,Y,Y,,nickcooper@barandudacommuntychurch.org,490455165
Bayside U3A Inc.,baysideu3a.org,Beaumaris,Victoria,Y,,,,,Y,,Y,,,
Newstead 2021 Inc,https://newstead2021.wordpress.com/,Newstead,Victoria,,,,,,,,,,bjl3364@gmail.com,409358575
St Cuthberts Anglican Church Grovedale,,Grovedale,Victoria,,,,,,,,,Y,rosalind.mulholland@gmail.com,
The Narrow Way Church Inc,www.thenarrowwaychurch.org.au,Taylors Lakes,Victoria,,,,,Y,,Y,,Y,admin@tnwchurch.org,
The Dining Room Mission Inc,www.tdrm.org.au,Croydon,Victoria,,,Y,,Y,,,,Y,lpkerber@gmail.com,03 97242024
Colac Otway Residents Action Group Inc,,Colac,Victoria,,,Y,Y,Y,,,,,coragcolac@gmail.com,0409 028 364
The Werribee River Association Inc.,werribeeriver.org.au,Wyndham Vale,Victoria,,,,Y,Y,Y,,Y,,werribeeriver@gmail.com,401854560
Evangelical Christian Church Inc,www.eccek.org.au,Keilor East,Victoria,,,,,Y,Y,,,,eccek3033@gmail.com,458678409
The Trustee For Galfa - Charitable Fund,www.galfa.org.au,Sydney,NSW,,,Y,,,,,,,,
The Association Of Hazaras In Victoria Inc,www.bamyan.org.au,Dandenong,Victoria,,,,Y,,,,,,hav@bamyan.org.au,
The Yesodei Hatorah College School Building Fund,,Elwood,Victoria,Y,,,Y,,,,,,mklein@yht.vic.edu.au,03 9527 5041
Aberfeldie Baptist Church Incorporated,https://aberbaps.org.au/,Essendon,Victoria,,,,,Y,,,,,aberbaps@bigpond.net.au,
St Joseph'S Catholic Church Malvern,https://stjosephsmalvern.org.au,Malvern,VIC,,,,Y,Y,Y,Y,Y,Y,malvern@cam.org.au,
Wangaratta Community Radio Association Incorporated,www.oakfm.com.au,Wangaratta,Victoria,,,,,Y,Y,,Y,,secretaryoakfm@optusnet.com.au,03 5722 1569
National Acupuncture Detoxication Of Australia Incorporated,,,,,,Y,,,,Y,,Y,nada.acudetoxaustralia@gmail.com,
South East Australian Aboriginal Justice Services Limited,www.vals.org.au,Preston,Victoria,,,,,,,,,,vals@vals.org.au,
Wonthaggi Woodcrafters Inc,www.wonthaggiwoodcrafters.com.au,Wonthaggi,Victoria,,,,,,Y,,Y,,woodiessec@gmail.com,
Stul Family Foundation,,,,,,,,,,,,,,
St John The Baptist Anglican Church Lilydale,www.stjohnslilydale.org.au,Lilydale,Victoria,,,,Y,Y,,Y,,Y,treasurer@stjohnslilydale.org.au,03 9735 3541
Tabulam And Templer Homes For The Aged Inc.,www.ttha.org.au,Bayswater,VIC,,,Y,,,,,,,ttha@ttha.org.au,387201333
Fruitful Vine Ministries International Inc,www.fruitfulvine.org,Lysterfield,VIC,,,,,Y,Y,,Y,,philip.kitchen@fruitfulvine.org,
Dookie & District Development Forum,www.lifestyledookie.com.au,Dookie,Victoria,,,,,Y,,,,,,
Friends Of The Children Foundation Inc,https://www.fotcf.org.au,Oakleigh,VIC,,,,Y,Y,,,,,kochharshashi47@gmail.com,411415490
Altona Kindergarten Incorporated,https://altonakindergarten.com.au/gallery/,Altona,VIC,Y,,,,,,,,,altona@ecms.org.au,03 9315 8228
Koonung Uniting Church,www.koonungheights.unitingchurch.org.au,Balwyn East,VIC,,,,Y,Y,,,,,malwill@iinet.net.au,
Friends Of Mallacoota Inc,http://savebastionpoint.org/,Mallacoota,Victoria,,,,Y,Y,Y,,Y,,friendsofmallacoota@gmail.com,
Rescue Rehabilitate Release Incorporated,www.rescuerehabilitaterelease.org,Mernda,Victoria,,,,,,,,,,rescuerehabilitaterelease@gmail.com,422969703
Bendigo Diocesan Trusts Corporation,www.bendigoanglican.org.au,Bendigo,VIC,,,,,,,,,,reception@bendigoanglican.org.au,
The Christian And Missionary Alliance Of Australasia Property Trust,,Deakin,Australian Capital Territory,,,,,,,,,,national.office@cma.org.au,
Sim Australia,www.sim.org.au,Penshurst,NSW,,,,,,,Y,,Y,,
Vpgh Ltd.,,Elwood,Victoria,,,,,,,Y,,,christinep@aapt.net.au,
Evangelical Chinese Church,,,,,,,Y,Y,,,,,ecc.melbourne@gmail.com,03 98779588
Cvgt Australia Limited,www.cvgt.com.au,Long Gully,VIC,,,Y,,Y,,Y,,,governance@cvgt.com.au,03 54492004
Bialik College (Jewish School) Pty. Ltd.,www.bialik.vic.edu.au,Hawthorn,VIC,Y,,,Y,Y,,,,,info@bialik.vic.edu.au,
St Jude'S Anglican Church Carlton,www.stjudes.org.au,Carlton,Victoria,,,,Y,Y,,,,,tfrost@stjudes.org.au,
The Trustee For The Molloy Family Foundation,,Surfers Paradise,Queensland,,,,Y,Y,Y,Y,Y,,admin@fayandredman.com.au,
Erasmus School,https://erasmus.vic.edu.au/,Hawthorn,Victoria,Y,,,Y,,,,,,office@erasmus.vic.edu.au,
The Range Children'S Centre Inc,www.therangecc.org.au,Williamstown,,,,,,,Y,Y,Y,Y,office@therangecc.org.au,
Full Gospel Assembly (Melbourne) Incorporated,https://fgam.org.au,Box Hill North,Victoria,,,,Y,Y,Y,Y,,,megan.griffith@fgam.org.au,
St Vincent'S Healthcare Ltd,www.svha.org.au,Woolloomooloo,New South Wales,,,,,Y,Y,Y,Y,Y,rob.beetson@svha.org.au,02 9367 1100
Friends Of Coal Creek Inc,focc3950.org.au,Korumburra,Victoria,,,,Y,Y,,,,,shirley.cowling@outlook.com,356552126
Uniting Ethical Investors Limited,www.uethical.com,Melbourne,Victoria,,,,,,,,,,info@uethical.com,
Pathways Foundation Limited,www.pathwaysfoundation.org.au,Kiama Heights,New South Wales,,,Y,Y,Y,Y,,Y,,admin@pathwaysfoundation.org.au,1300850766
Cause Foundation Limited,http://www.causefoundation.org.au,,Victoria,,,,,,,,,,kenoll@sanctuaryglobal.com.au,0401 555 789
Harm Reduction Victoria Incorporated,https://www.hrvic.org.au/,North Melbourne,Victoria,,,,,,,Y,,Y,admin@hrvic.org.au,
The Canchester Foundation,,,,,,,,,,,,,info@martinandmartin.com.au,
Fernwood Foundation Limited,https://www.fernwoodfoundation.org.au/,Richmond,VIC,,,,,,,,,,donna.hudec@fernwoodfitness.com.au,
Melbourne Recital Centre,www.melbournerecital.com.au/,Southbank,Victoria,,,,Y,Y,,Y,,,mail@melbournerecital.com.au,03 9207 2654
Nhill K'Nyaw Baptist Church,facebook.com/karen.bchurch.35,Nhill,Victoria,,,,Y,Y,Y,Y,Y,Y,nhillknyawbc@gmail.com,0481 799 752
Solutions Plus Training Limited,,Parkville,Victoria,Y,,,,,,,,,amavic@amavic.com.au,
Bendigo Diocesan Trusts Corporation,www.bendigoanglican.org.au,Bendigo,VIC,,,,,,,,,,reception@bendigoanglican.org.au,
Caitlin'S Retreat Limited,,Eltham,Victoria,,,Y,,Y,,,,,info@caitlinsretreat.org,
As Salam Common Equity Rental Housing Co Operative Ltd,,Noble Park,VIC,,,,,,,,,,rosebogarts@hotmail.com,
Eildon Road Childrens Centre Inc,http://www.eildonroad.com.au,St Kilda,Victoria,Y,,,,,,,,,coordinator@eildonroad.com.au,
Centre For Holistic Health Inc.,www.chh.org.au,Forest Hill,VIC,,,Y,Y,Y,Y,,Y,,admin@chh.org.au,388067532
The Latham And Rose Trust,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
The Flew Foundation,,Malvern,Victoria,,,,,,,,,,,
St Cuthbert'S Presbyterian Church Of Australia Brighton,stcuthbertsbrighton.org.au,Brighton,Victoria,,,,,Y,Y,Y,Y,,elizjc1@gmail.com,
Good Shepherd Lutheran Primary School,www.gslps.vic.edu.au,Croydon Hills,Victoria,Y,,,Y,,,,,,,
Each,www.each.com.au,Ringwood,Victoria,,,Y,Y,Y,Y,Y,Y,Y,info@each.com.au,03 9847 5961
The K.M. Slater Charitable Trust,,Canterbury,Victoria,Y,,,Y,,,,Y,,businessmanager@cgs.vic.edu.au,03 9835 1719
The Trustee For Amy Gillett Foundation Trust,https://www.amygillett.org.au/,Port Melbourne,Victoria,,,Y,,,,,,,officeadmin@amygillett.org.au,
Lynette Street Trust,,,,,,,,,,,,,corporate.au@pbccservices.com,
Tottenham Bilingual Baptist Church (Evangelica),tottenhambaptist.com,West Footscray,Victoria,,,,,,Y,,Y,,tottenhambaptist@gmail.com,
Terang Resources Inc,,Terang,VIC,,,,,Y,,Y,,,terangresourcesinc@gmail.com,
Rope Factory Church Inc,www.ropefactorychurch.com,,,,,,,,,,,,ropefactorychurch@gmail.com,
Road Home Geelong Incorporated,www.theroadhome.net.au/,,,,,Y,,,,,,Y,,
Wuthathi Aboriginal Corporation Rntbc,,Cairns,QLD,,,Y,,,,,,,administrator@wuthathi.com,742493360
James Cook University,,Townsville,QLD,Y,,,,,,,,,,
The Anglican Parish Of Jika Jika,https://www.jikajika.com.au/,,,,,,Y,Y,Y,Y,Y,Y,,
Meld Community,,,,,,,,,,,,,meld@meldmagazine.com.au,
Anglican Trusts Corporation Of The Diocese Of Gippsland,www.gippslandanglicans.org.au,Drouin,VIC,,,,,,,,,,bbbeans59@hotmail.com,
Healthy Minds Geelong Incorporated,www.healthymindsgeelong.org.au,Geelong West,Victoria,Y,,,,Y,Y,,Y,,info@healthymindsgeelong.org.au,352218409
The Trustee For Charles Pearson Common Fund,,Burwood,Victoria,Y,,,,,Y,,,,business@plc.vic.edu.au,
Our Lady Of Sion College,www.sion.catholic.edu.au,Box Hill,Victoria,Y,,,Y,,,,,,rhill@sion.catholic.edu.au,
The Trustee For Nathdwara Education & Cultural Trust,http://www.nathdwara.org.au,Hallam,Victoria,,,,Y,,,,,,info@vaishnav.org.au,
The Trustee For N.I.C.K. Foundation,http://nickfoundation.org.au/,Ivanhoe,Victoria,,,,,,,,,,maria.buttifant@nickfoundation.org.au,
Mordialloc Neighbourhood House Inc,http://www.mordihouse.com.au,Mordialloc,Victoria,,,Y,,,Y,Y,Y,,manager@mordihouse.com.au,
Sunraysia Men'S Shed Inc. A0056795J,sunraysiamensshed.org.au,Mildura,Victoria,,,Y,,,,,Y,,sunmensshed@gmail.com,459694615
Dawn Wade Foundation,,,,,,,,,,,,,,
Careworks Sunranges Inc,www.careworks.com.au,Sunbury,Victoria,,,Y,Y,Y,Y,Y,Y,Y,info@careworks.com.au,397405061
Freedom Christian Church Inc,https://www.connectchristian.church,Cranbourne,Victoria,,,,Y,Y,,Y,,Y,admin@connectcc.com.au,419850695
Robinvale And District Ballet Guild Inc,,Robinvale,VIC,,,,Y,,,,,,robinvaleballetguild@gmail.com,
Elonera Pre-School Association Inc.,www.elonerapreschool.com.au,Parkdale,Victoria,Y,,,,,,,,,helen@a-s-k.com.au,
Highlands Local Learning & Employment Network Inc,https://www.highlandsllen.org/,Ballarat Central,VIC,Y,,,Y,,,Y,,,finance@highlandsllen.org,
Recovery Ready Communities Incorporated,www.rrcinc.org.au,Cockatoo,Victoria,,,,,Y,Y,,Y,,waynecollins1@live.com.au,407824323
The Trustee For John And Barbara Hay Philanthropic Foundation,,,,,,,,,,,,,b.hay@uq.edu.au,
Thomastown Turkish Education And Islamic Society Inc,,,,,,Y,,,,,,,thomastownmosque@hotmail.com,
Steamrail Victoria Inc,www.steamrail.com.au,Newport,VIC,,,,,Y,,,,,chairman@steamrail.com.au,0417 319 921
Marshall White Foundation,https://www.marshallwhite.com.au/marshall-white-foundation/,,,,,,,,,Y,,Y,james.connell@marshallwhite.com.au,(03) 9822 9999
Sevgen Indigenous Corporation,www.sevgen.com.au,Cooroy,QLD,Y,,Y,,,,,,,terri@sevgen.com.au,431454333
Southerners Common Equity Rental Housing Co-Operative Ltd,,,,,,,,,,,,,cerc_southerners@outlook.com,
Risaa Foundation (Australia) Incorporated,http://www.risaafoundation.org/,Footscray,Victoria,,,,,Y,,,,Y,drbahar@blackseedhealth.com.au,61421512642
Bhaktivedanta Books Incorporated,http://www.bbt.org.au,Riverstone,New South Wales,,,,,,Y,,Y,,bbtaustralia@gmail.com,02 96276306
Shirley Robertson Childrens Centre Inc,https://www.srcc.com.au/,Coburg,Victoria,Y,,,,,,,,,shirley.robertson.cc@kindergarten.vic.gov.au,
The Trustee For The Education Chances Scholarship Fund,https://educationchances.org.au,Hawthorn,VIC,Y,,,,,,,,,,
Bhakti Corner Incorporated,www.bhakticorner.com.au,Collingwood,Victoria,,,,,Y,Y,Y,Y,Y,info@bhakticorner.com.au,478501542
Al Iman College Ltd,https://aliman.vic.edu.au/,Melton South,Victoria,Y,,,Y,Y,Y,,Y,,info@aliman.vic.edu.au,397434140
Collins Street Baptist Church Fund Inc,wwwcsbc.org.au,Melbourne,Victoria,,,,Y,Y,Y,Y,Y,Y,churchoffice@csbc.org.au,
Giant Steps Melbourne Limited,www.giantsteps.net.au,Kew,Victoria,Y,,,Y,,,,,,michelle.jocum@giantsteps.net.au,298794971
The Jane Bell Scholarship,rmhgna.com.au,,,Y,,,,,,,,,rmhgna@outlook.com,
Institute For Civil Society,www.i4cs.com.au,Camberwell West,Victoria,Y,,,,Y,,,,,contact@i4cs.com.au,
International Swaminarayan Satsang Organisation (Vic) Incorporated,www.melbournemandir.org.au,Derrimut,Victoria,,,,Y,Y,Y,,Y,,info@melbournemandir.org.au,433102529
R.I.T.C.H Foundation Limited,www.pentanasolutions.com,Mount Waverley,Victoria,Y,,Y,,Y,,,,,stefan.grammenos@pentanasolutions.com,61 3 9535 2222
Newhope Services Ltd,https://newhope.net.au/,Blackburn North,VIC,,,,,,,,,,info@newhope.net.au,398907999
The Cognercise Foundation,,Blackburn,Victoria,,,,Y,,,,,,info@cognercise.com,
Doctors For Refugees Australia Ltd,https://www.doctors4refugees.org,Rose Bay,New South Wales,,,Y,,,,,,,,
Buddy Up Australia Limited,http://www.buddyupaustralia.org,Hillarys,Western Australia,,,,,Y,Y,Y,Y,Y,info@buddyupaustralia.org.au,410634018
Manna Gum Community House Inc.,https://www.mannagumcommunityhouse.org.au,Foster,Victoria,,,Y,Y,Y,Y,Y,Y,Y,office@mgch.org.au,356821101
Association For Positive Behaviour Australia Limited,,,,Y,,,Y,,,,,,,
Ymca Whittlesea Community Services,whittlesea.ymca.org.au,Mill Park,Victoria,,,,,,,,,,ru.thomas@ywhittlesea.org.au,94076200
Green Fox Training Studio Limited,www.greenfoxstudio.com.au,Paddington,Queensland,,,Y,,,,Y,Y,Y,manager@greenfoxstudio.com.au,414803975
White Box Finance Ltd,https://whiteboxenterprises.com.au/,Fortitude Valley,Queensland,,,Y,,,Y,,Y,,,
Victorian Chin Baptist Church,www.vcbc.com.au,Croydon,Victoria,,,,Y,Y,Y,Y,Y,Y,info@vcbc.com.au,382882577
Moorabbin-Dandenong Lutheran Church,http://moorabbin.lutheran.org.au/,Moorabbin,Victoria,,,,,,Y,,Y,,stjameslca@bigpond.com,
The Haven Foundation,,Heidelberg,VIC,,,Y,,,,,,,,
Mercy Community Services Australia Limited,https://www.mercyministrycompanions.com.au/what-we-do/mercy-community-services-australia-limited/,Alphington,Victoria,,,Y,Y,,Y,,,,welcome@mercyministrycompanions.org.au,438799958
The Ree Foundation Limited,,Chatswood,New South Wales,,,Y,Y,Y,Y,,Y,,troy.teamsachs@gmail.com,418278313
Upstream Australia Ltd,www.upstreamaustralia.org.au,,,,,Y,Y,,,,,Y,info@upstreamaustralia.org.au,
Royal United Services Institute Of Victoria Incorporated,www.rusivic.org.au,Southbank,Victoria,,,,,,,,,,secretary@rusivic.org.au,
Australasian Synthetic Biology Challenge Limited,www.aussynbiochallenge.org,Crawley,Western Australia,Y,,,,,,,,,aussynbiochallenge@gmail.com,438762048
L & L Nelken Trust,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Social Enterprise Group Ltd,,Queenscliff,Victoria,,,,,,,Y,,Y,ddavis@advisory.net.au,352581663
Inclusive Education Professionals Australia Ltd,,Pennant Hills,New South Wales,Y,Y,Y,,,,,,,ajw@adilco.com.au,0419 316 169
Bhn Better Health Network Ltd,,St Kilda,VIC,,,Y,Y,,,Y,,Y,ceooffice@starhealth.org.au,
Sunshine Presbyterian Church Mckay Memorial,sunshinepresbyterian.org.au,Sunshine,Victoria,,,,Y,Y,Y,,Y,,reidhm@hotmail.com,
Williamstown Rental Housing Co-Operative,http://williamstownhousingcoop.org.au,Altona,Victoria,,,,,Y,,,,Y,wrhc@williamstownhousingcoop.org.au,03 9391 9267
Heart To Heart Respite House Inc,,Barmah,VIC,,,,,,,,,,rcnathalia@exemail.com.au,
Melbourne St Paul - Maintenance,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
Murrumbeena Baptist Church,murrumbeena-baptist.org,Murrumbeena,Victoria,,,,Y,Y,Y,Y,Y,,mbc-office@murrumbeena-baptist.org,
Hamilton Church Of Christ,,Hamilton,Victoria,,,,,Y,Y,Y,Y,Y,,
Uca - Scots Uniting Church Lake Bolac,,,VIC,,,,,Y,,,,,pritchardg2@gmail.com,
St Josephs Catholic Church Red Cliffs,https://www.ballarat.catholic.org.au/parish/red-cliffs/,Red Cliffs,VIC,,,,,,,,,,redcliffs@ballarat.catholic.org.au,
South Mornington Preschool Association Inc,www.southmorningtonpreschool.com.au,Mornington,Victoria,Y,,,,Y,,,,,south.mornington.kin@kindergarten.vic.gov.au,
Western Region Aged Care Public Fund,,,,,,Y,,,,,,,darcybrennan3032@gmail.com,393704112
The Trustee For The Sun Foundation,,Melbourne,Victoria,,,,,Y,,,,,kehaines@deloitte.com.au,
The Trustee For Rosey Kids Foundation,,Camberwell,Victoria,Y,,,Y,,,Y,,Y,annag@marcplan.com.au,
Urban Life Church Inc,,Ringwood,VIC,,,,,,Y,,,Y,,
City On A Hill Foundation,,Carlton,Victoria,,,,,,,Y,,Y,,
Latrobe City Trust Necessitous Circumstances Fund,http://www.latrobe.vic.gov.au/Our_Community/Grants_Sponsorship_and_Awards/Latrobe_City_Trust,Morwell,Victoria,,,,,Y,,Y,,,,
Laverton Community Integrated Services Inc,www.lcis.org.au,Laverton,Victoria,,,,,Y,Y,Y,Y,Y,community@lcis.org.au,
Prahran Community Learning Centre Inc,www.pclcentre.org.au,Prahran,Victoria,,,,,Y,Y,Y,Y,Y,peo@pclcentre.org.au,395107052
Blackburn Christadelphian Ecclesia Incorporated,www.readthebible.com.au,Blackburn South,Victoria,,,,Y,Y,,,,,finance@readthebible.com.au,421922728
Grace Generation Church Inc,gracegeneration.church,Albion,Victoria,,,,Y,Y,,,,,tien.nguyen@gracegeneration.com.au,413481263
Friends Of Grammar Inc-Wadhurst,,Melbourne,VIC,Y,,,Y,,,,,,dfa@mgs.vic.edu.au,
Arthur Bissett Estate,,Melbourne,VIC,,,Y,,,,,,,charitableadmin@eqt.com.au,386235000
Laverton Parish Catholic Church,https://www.lavertonparish.org.au,Laverton,VIC,,,,Y,Y,Y,Y,Y,Y,laverton@cam.org.au,03 9369 6877
Overseas Chinese Christian Church Of Melbourne(Occcm) Inc,,,,,,,Y,Y,,,,,johnjzheng@gmail.com,
Friends Of Colley Street Bushland Reserve Inc,,,,,,,,,,,,,jrha0747@tpg.com.au,747
Planetshakers Trust Fund,,,,,,,Y,Y,,Y,,Y,accounts@planetshakers.com,398967922
Omeo Shire Community Access Radio Incorporated,www.3hcromeo.com,Omeo,Victoria,,,,,,,,,,mwebb03@bigpond.com,
Wavlink Inc,www.wavlink.com.au,Glen Waverley,Victoria,,,Y,,,,Y,,,info@wavlink.org.au,
The Trustee For Allen Mr P A Trust Fund,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
The Dunoon Family Foundation,,Moolap,Victoria,,,,Y,,,,,,Joanne.Dunoon@newcombsand.com.au,0438 522 390
St Peters Lutheran Church Goroke,,Goroke,VIC,,,,Y,Y,,,,,tarranmay@optusnet.com.au,
Australian Jewish Historical Society Victoria Incorporated,https://www.ajhs.com.au/,Elwood,Victoria,Y,,,,,,,,,davidhmarlow@gmail.com,407389919
The Trustee For The Australian Children'S Theatre Foundation,http://www.actf.org.au/,Melbourne,Victoria,,,,Y,,,,,,enquiry@rav.net.au,
Fairhaven Surf Life Saving Club Incorporated,https://www.fairhavenslsc.org/,Aireys Inlet,VIC,,,,Y,Y,,,,,,
Maturity Matters @ Twiddle Farm Incorporated,maturitymatters.org.au,Arawata,Victoria,,,Y,,,Y,,Y,,craig.j.panagiris@live.com.au,435121362
John Knight Estate,,Melbourne,VIC,,,Y,,,,,,,charitableadmin@eqt.com.au,
Congregation Of The Sisters Of Charity Of Australia,www.sistersofcharity.org.au,Bondi Junction,New South Wales,,,,,,,,,,congregation@rscoffice.com,
National Council Of Churches In Australia Ltd,,Sydney,NSW,,,,,,,,,,,
The Lionel Gell Foundation,,Melbourne,Victoria,Y,,,,,,Y,,,dsartori@sartori.com.au,
Vacro,https://www.vacro.org.au,Melbourne,Victoria,,,Y,Y,Y,Y,,,,info@vacro.org.au,396051900
Caval Limited,caval.edu.au,Bundoora,Victoria,Y,,,,,,,,,caval@caval.edu.au,03 9459 2722
Aboriginal Hostels Limited,https://www.ahl.gov.au/,Phillip,Australian Capital Territory,,,,Y,Y,,Y,,,vrishal.raj@ahl.gov.au,
